,target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank
3762,CCOC(=N)CCOC.CCOC(=O)Cl,CCOC(=N)N.COCCC(=O)O,CCOC(=N)N.CCOC(=O)CCOC,CCOC(=N)N.CCOCC(=O)OCC,CCOC(=N)Cl.COCCC(=O)O,CCOC(=N)N.CCOCCC(=O)O,0
3763,CC(C)(C)c1cccc(CC(N)C(O)c2cccc(Cl)c2)c1.O=C(O)c1ccc(F)c2ccccc12,CC(C)(C)c1cccc(CC(N)C(O)c2cccc(Cl)c2)c1.O=C(Cl)c1ccc(F)c2ccccc12,C=C=C(Cl)C=CC=CC(O)C(N)CC1C=CC=CC(C)(C)C1.O=C(Cl)c1ccc(F)c2ccccc12,C=C=C(Cl)C=CC=CC(O)C(N)CC=C=CC=CC(C)(C)C.O=C(Cl)c1ccc(F)c2ccccc12,CC(C)(C)C=C1C=C=C(CC(N)C(O)C=CC=CCCl)C=C1.O=C(Cl)c1ccc(F)c2ccccc12,C=C(Cl)C=CC=CC(O)C(N)Cc1cccc(C(C)(C)C)c1.O=C(Cl)c1ccc(F)c2ccccc12,0
3764,CCCCCCOc1ccc(C2(O)CCN(C(=O)OCc3ccccc3)CC2)cc1,CCCCCCOc1ccc(C2(O)CCN(Cc3ccccc3)CC2)cc1,C=CN(CCC(O)C1=CC(=COCCCCCC)C=CC1)C(=O)OC(C)(C)C,CCCCCCOc1ccc(C(O)CCN(CC)C(=O)OC(C)(C)C)cc1,CCCCCCOC1=CC=C2C(C=C1)C2(O)CCN(C)C(=O)OC(C)(C)C,CCCCCCOc1ccc(C2(O)CCN(C(=O)OC(C)(C)C)CC2)cc1,0
3765,COC(=O)c1ccccc1CN(C(=O)OC(C)(C)C)S(=O)(=O)c1cc(C(=O)NN2c3ccccc3CC2C)ccc1Cl,Cc1ccccc1CN(C=O)S(=O)(=O)C1C(Cl)=CC=CC(=O)N(N2c3ccccc3CC2C)C=CC1(C)C,CC1Cc2ccccc2N1N.COC(=O)c1ccccc1CN(CCCC(=O)O)S(=O)(=O)c1cc(C(=O)O)ccc1Cl,Cc1ccccc1CN(C=O)S(=O)(=O)C1(C)CCC=CN(N2c3ccccc3CC2C)C(=O)C=CC=C1Cl,C=CCCC(C)(C(Cl)=CC=CC(=O)NN1c2ccccc2CC1C)S(=O)(=O)N(Cc1ccccc1C(=O)O)C(=O)OC,C=CCCC(C)(C(Cl)=CC=CC(=O)NN1c2ccccc2CC1C)S(=O)(=O)N(C=O)Cc1ccccc1C,0
3766,CN(C)C(On1nnc2ccccc21)=[N+](C)C.N#Cc1c(-c2cnc3c(c2)CCCN3C(N)=O)cncc1C1CCNCC1,CC(=O)Cl.N#Cc1c(-c2cnc3c(c2)CCCN3C(N)=O)cncc1C1CCNCC1,CC(=O)OC(C)=O.N#Cc1c(-c2cnc3c(c2)CCCN3C(N)=O)cncc1C1CCNCC1,C=CN=CN1CCCc2cc(C(=CC#N)C3CCNCC3C(=C)C#N)cnc21.CC(=O)Cl,CC(=O)NC1CCN=C(c2cncc(Br)c2C)C1.NC(=O)N1CCCc2cc(B(O)O)cnc21,CC(=O)NC1CCN=C(c2cncc(Br)c2C)C1.CC1(C)OB(c2cnc3c(c2)CCCN3C(N)=O)OC1(C)C,0
3767,Nc1cncc(CCN2CCCC2)c1.O=C(c1cnc2ccc(Br)cc2c1Cl)C1CC1,Nc1cncc(CCN2CCCC2)c1.O=C(c1cnc2ccc(Br)cc2c1Cl)C1CC1,Nc1cncc(CCN2CCCC2)c1.O=C(O)c1cnc2ccc(Br)cc2c1Nc1cncc(CCN2CCCC2)c1,Ic1cncc(CCN2CCCC2)c1.NC=C1C(=O)C(=CN=C2C=CC(Br)=CC2)C1Cl,Ic1cncc(CCN2CCCC2)c1.N=Cc1cnc2ccc(Br)cc2c1Cl,Nc1cncc(C=CN2CCCC2)c1.O=C(c1cnc2ccc(Br)cc2c1Cl)C1CC1,1
3768,O=C(NCC(F)(F)F)C1(CCCCBr)c2ccccc2-c2ccccc21.c1ccc(N2CCNCC2)nc1,O=C(NCC(F)(F)F)C1(CCCCBr)c2ccccc2-c2ccccc21.c1ccc(N2CCNCC2)nc1,O=C(NCC(F)(F)F)C(CCCCBr)c1ccccc1-c1ccccc1.c1ccc(N2CCNCC2)nc1,CS(=O)(=O)OCCCCC1(C(=O)NCC(F)(F)F)c2ccccc2-c2ccccc21.c1ccc(N2CCNCC2)nc1,COC(=O)C1(CCCCN2CCN(c3ccccn3)CC2)c2ccccc2-c2ccccc21.NCC(F)(F)F,CS(=O)(=O)OCCCC1c2ccccc2-c2ccccc2C1C(=O)NCC(F)(F)F.c1ccc(N2CCNCC2)nc1,1
3769,CC(C)(C)c1nc(-c2cccc(N)c2F)c(-c2ccnc(N)n2)s1.O=S(=O)(Cl)c1cccs1,CC(C)(C)c1nc(-c2cccc(N)c2F)c(-c2ccnc(N)n2)s1.O=S(=O)(Cl)c1cccs1,CC(C)(C)C=NC(=C(S)c1ccnc(N)n1)c1cccc(N)c1F.O=S(=O)(Cl)c1cccs1,CC1(C)C=NC(c2cccc(N)c2F)=C(c2ccnc(N)n2)SC1.O=S(=O)(Cl)c1cccs1,CC(C)(C)c1nc(-c2cccc(N)c2F)c(-c2ccnc(N)n2)s1.O=S(=O)(O)c1cccs1,CC(=O)NC=NC=CC1=C(F)C(=CC=CCNS(=O)(=O)C=CC=CS)c2nc(C(C)(C)C)sc21,1
3770,CC(C)(C)OC(=O)Nc1noc2cc(CNC(=O)Cc3c(C#N)ccc(Cl)[n+]3[O-])ccc12.NCC(F)(F)c1ccccn1,C=CC=CC(F)(F)CNCC=CC(C#N)=CCC(=O)N1C=CC=NN=CC(C=CON=CNC(=O)OC(C)(C)C)C1.O=C(OO)c1cccc(Cl)c1,C=CC=CC(F)(F)CNCC=CC(C#N)=CCC(=O)NCC1C=CON=CN(C(=O)OC(C)(C)C)C=CC=NN=C1.O=C(OO)c1cccc(Cl)c1,C=CC=CC(F)(F)CNCC=CC(C#N)=CCC(=O)NCC1C=NN=CC=c2c(NC(=O)OC(C)(C)C)noc2=C1.O=C(OO)c1cccc(Cl)c1,C=CC(F)(F)CNCC=CC(C#N)=CCC(=O)N1C=CC=NN=CC=CC(C=CON=CNC(=O)OC(C)(C)C)C1.O=C(OO)c1cccc(Cl)c1,C=CC=CC(F)(F)CNCC=CC(C#N)=CCC(=O)NCC1C=NN=CC=CC(ON=CNC(=O)OC(C)(C)C)=C1.O=C(OO)c1cccc(Cl)c1,0
3771,CC1(C)CC(O)C(=O)c2ccccc21.NO,CC1(C)CC(=O)c2ccccc21.NO,CC1CC(=O)c2ccccc2C1.NO,CC1Cc2ccccc2C(=O)C(O)C1.NO,CC1(C)CC(O)C(=O)c2ccccc21.NO,CC1CC(=O)C(=O)c2ccccc2C1.NO,4
3772,CCOC(=O)c1cn2cc(-c3cccc(OC)c3)nc2s1,CCOC(=O)C=Cn1cc(-c2cccc(OC)c2)nc1S,COC(=O)C=Cn1cc(-c2cccc(OC)c2)nc1S,CCOC(=O)c1cn2cc(-c3cccc(OC)c3)nc2s1,CCOC(=O)C1=C2NC=C(c3cccc(OC)c3N)C2S1,COC(=O)c1cn2cc(-c3cccc(OC)c3)nc2s1,3
3773,CCOC(=O)CC(=O)CCl.NC(=S)c1ccc(Cl)cc1,CCOC(=O)CC(=O)CCl.NC(=S)c1ccc(Cl)cc1,CCOC(=O)CC(=O)CBr.NC(=S)c1ccc(Cl)cc1,CCOC(=O)CC(=S)Cl.NC(=S)c1ccc(Cl)cc1,CCOC(=O)CC(=O)CCl.N=C(N)c1ccc(Cl)cc1,CCOC(=O)Cc1csc(Br)n1.OB(O)c1ccc(Cl)cc1,1
3774,CN(C(=O)c1ccc(Br)cc1)[C@@H]1CCNC[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)C1CCN(C(=O)CO)CC1,CN(C(=O)c1ccc(Br)cc1)[C@@H]1CCN(C(=O)C2CCNCC2)C[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)CO,CN(C(=O)c1ccc(Br)cc1)[C@@H]1CCN(C(=O)C2CCNCC2)C[C@H]1c1ccc(Cl)c(Cl)c1.O=C(CO)OC(=O)CCl,CN(C(=O)c1ccc(Br)cc1)[C@@H]1CCNC[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)CO,CC(C(=O)c1ccc(Br)cc1)[C@@H]1CCN(C(=O)C2CCNCC2)C[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)CO,CN(C(=O)c1ccc(Br)cc1)[C@@H]1CCNC[C@H]1c1ccc(Cl)c(Cl)c1.O=C(O)COC1CCNCC1,0
3775,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCNCCN1CCCc2cc(Br)ccc21,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCNCCN1CCCc2cc(Br)ccc21,Brc1ccc2c(c1)CCCN2.CCN(CCCl)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCN1CCCc2cc(Br)ccc21.CCI,BrCCN1CCCc2cc(Br)ccc21.CCN(CCCl)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N(CC=O)CCCc1cccc(Br)c1.CCNCCN,1
3776,Nc1ncc(C2CCC3(CC2)OCCO3)nc1Br.O=C(NCc1ccccc1)c1ccc(B(O)O)cc1F,Nc1ncc(C2CCC3(CC2)OCCO3)nc1Br.O=C(NCc1ccccc1)c1ccc(B(O)O)cc1F,NCc1ccccc1.Nc1ncc(C2CCC3(CC2)OCCO3)nc1-c1ccc(C(=O)O)c(F)c1,Nc1ncc(C2CCC3(CC2)OCCO3)nc1I.O=C(NCc1ccccc1)c1ccc(B(O)O)cc1F,NCc1ccccc1.Nc1ncc(C2CCC3(CC2)OCCO3)nc1Br,CCCB(OC(C)C)c1c2cc(C(=O)NCc3ccccc3)c(F)c1OC2.Nc1ncc(C2CCC3(CC2)OCCO3)nc1Br,1
3777,CON(C)C(=O)CC(c1ccc(Br)cc1)c1ccc(F)cc1C.Cc1cc(Br)ccn1,CON(C)C(=O)CC(c1ccc(Br)cc1)c1ccc(F)cc1C.Cc1cc(Br)ccn1,CON(C)C(=O)CC(c1ccc(Br)cc1)c1ccc(F)cc1C.Cc1cc([Mg+])ccn1,Cc1cc(C(O)CC(c2ccc(Br)cc2)c2ccc(F)cc2C)ccn1,CON(C)C(=O)CC(c1ccc(Br)cc1)c1ccc(F)cc1C.Cc1cc(C=O)ccn1,CON(C)C(=O)CC(c1ccc(Br)cc1)c1ccc(F)cc1-c1ccnc(C)c1,1
3778,CN(C)CCCCl.O=C1CC2CCc3ccc(F)cc3C2=NN1c1ccc(O)cc1,CN(C)CCCCl.NN=Cc1cc(F)ccc1C(CC=O)c1ccc(O)cc1,CN(C)CCCCl.O=CC1C(Cc2c#cc(F)cc2)OC=NN1c1ccc(O)cc1,CN(C)CCCCl.NN=Cc1cc(O)ccc1C(CC=O)c1ccc(F)cc1,CN(C)CCCCl.Cc1cc(F)ccc1CC1=NN(c2ccc(O)cc2)C(=O)C1,CN(C)CCCCl.O=C1CC(CCc2ccc(F)cc2)=CN1c1ccc(O)cc1,0
3779,CN.COCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)[C@@H](CC(C)(C)C(=O)O)C[C@@H]3c3ccc(COC[C@@H](C)COC)cc3)cc21,CNC(=O)C(C)(C)CCC1[C@H](c2ccc(COC[C@@H](C)COC)cc2)[C@@H](O)CN1S(=O)(=O)c1ccc(C)cc1.COCCC1NCCOc2ccc(CCl)cc21,CNC(=O)C(C)(C)C[C@H]1C[C@H](c2ccc(COC[C@@H](C)COC)cc2)[C@@H](O)CN1S(=O)(=O)c1ccc(C)cc1.COCCC1NCCOc2ccc(CCl)cc21,CNC(=O)C(C)(C)C1CC[C@H](c2ccc(COC[C@@H](C)COC)cc2)[C@@H](O)CN1S(=O)(=O)c1ccc(C)cc1.COCCC1NCCOc2ccc(CCl)cc21,CNC(=O)C(C)(C)CCC1[C@H](c2ccc(COC[C@@H](C)COC)cc2)[C@@H](O)CN1S(=O)(=O)c1ccc(C)cc1.COCCCN1CCOc2ccc(CCl)cc21,CNC(=O)C(C)(C)CCC1[C@H](c2ccc(CO)cc2)[C@@H](OCc2ccc3c(c2)N(CCCOC)CCO3)CN1S(=O)(=O)c1ccc(C)cc1.COCCCBr,0
3780,CC(C)(O)c1ccc(CC(=O)O)cc1.C[C@@H](N)c1ccc(OCC(F)(F)F)cn1,CC(C)(O)c1ccc(CC(=O)O)cc1.C[C@@H](N)c1ccc(OCC(F)(F)F)cn1,CC(=O)Cc1ccc(C(C)(C)O)cc1.C[C@@H](N)c1ccc(OCC(F)(F)F)cn1,CCOC(=O)Cc1ccc(C(C)(C)O)cc1.C[C@@H](N)c1ccc(OCC(F)(F)F)cn1,CC(C)(O)c1ccc(CC(=O)Cl)cc1.C[C@@H](N)c1ccc(OCC(F)(F)F)cn1,CC(C)(O)c1ccc(CC(=O)O)cc1.C[C@@H]([NH3+])c1ccc(OCC(F)(F)F)cn1,1
3781,CNC.O=C(O)c1ccc2cnc(Br)cc2n1,CNC.O=C(O)c1ccc2nc(Br)ccc2n1,Brc1ccc2nc(Br)ccc2n1.CNC,Brc1cnc2ccc(Br)nc2c1.CNC,Brc1ccc2nc(I)ccc2n1.CNC,CNC.O=C(O)c1ccc2cnc(Br)cc2n1,5
3782,CC(C)(C)OC(=O)N1CC(N)C1.COc1cc(F)ccc1[N+](=O)[O-],CC(C)(C)OC(=O)N1CC(N)C1.COc1cc(F)ccc1[N+](=O)[O-],CC(C)(C)OC(=O)N1CCNC1.COc1cc(F)ccc1[N+](=O)[O-],CC(C)(C)OC(=O)NC1CNC1.COc1cc(F)ccc1[N+](=O)[O-],CC(C)(C)OC(=O)N1CC(I)C1.COc1cc(F)ccc1[N+](=O)[O-],CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COc1cc(NC2CNC2)ccc1[N+](=O)[O-],1
3783,Cc1nc2ccc(C(=O)O)cc2[nH]1.NCC(=O)c1ccccc1,CC(=O)O.Cc1nc2ccc(C(=O)CN)cc2[nH]1,CCOC(=O)c1ccc2nc(C)[nH]c2c1.NCC(=O)c1ccccc1,CC(=O)OC(C)=O.Cc1nc2ccc(C(=O)O)cc2[nH]1.NCC(=O)c1ccccc1,CC(=O)O.Nc1ccc(C(=O)NCC(=O)c2ccccc2)cc1N,CC(=O)O.Cc1nc2ccc(C(N)=O)cc2[nH]1,0
3784,CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@H](CC(=O)OC)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,CC[C@@H](CS(=O)(=O)C(C)(C)C)NC(=O)[C@H](CC(=O)O)O[C@@H](Cc1ccc(Cl)cc1)c1cccc(Cl)c1,CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,CC[C@H]1CS(=O)(=O)C(C)(C)C[C@H](c2ccc(Cl)cc2)[C@@H](c2cccc(Cl)c2)O[C@@H](CC(=O)OC(C)(C)C)C(=O)N1,CC[C@H]1CS(=O)(=O)C(C)(C)C[C@H](c2ccc(Cl)cc2)[C@@H](c2cccc(Cl)c2)O[C@@H](CC(=O)O)C(=O)N1,CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@H](CC=O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,0
3785,CC(C)(C)[Si](C)(C)OC1CCC(=O)CC1.CCOP(=O)(CC#N)OCC,CC(C)(C)[Si](C)(C)OC1CCC(=O)CC1.CCOP(=O)(CC#N)OCC,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)(C)[Si](C)(C)OC1CCC(=O)CC1,C#CC=P(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)(C)[Si](C)(C)OC1CCC(=O)CC1,C=CCP(=O)(CC#N)OCC.CC(C)(C)[Si](C)(C)OC1CCC(=O)CC1,CC(C)(C)[Si](C)(C)OC1CCC(=O)CC1.N#CC=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
3786,CC(C)C1=C(C(=O)N(CCO[Si](C)(C)C(C)(C)C)C(C)C)SC2=NC(C)(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N21,CC(C)C1=C(C(=O)O)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21.CC(C)NCCO,CC(C)C1=C(C(=O)O)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21.CC(C)[C@H](N)CCO,CC(C)C1=C(C(=O)Cl)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21.CC(C)NCCO,CC(C)C1=C(C(=O)Cl)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21.CC(C)[C@H](N)CCO,CC(C)C1=C(C(=O)O)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21.OCCNCc1ccccc1,0
3787,CCCCCCCCOc1ccc(C(=O)O)cc1.Oc1cc(Cl)c(Cl)cc1Cl,CCCCCCCCOc1ccc(C(=O)O)cc1.Oc1cc(Cl)c(Cl)cc1Cl,CCCCCCCCOc1ccc(C(=O)Cl)cc1.Oc1cc(Cl)c(Cl)cc1Cl,CCCCCCCCOc1ccc(C(=O)[O-])cc1.Oc1cc(Cl)c(Cl)cc1Cl,CCCCCCCCBr.O=C(Oc1ccc(O)cc1)c1cc(Cl)c(Cl)cc1Cl,CCCCCCCCBr.O=C(Oc1cc(Cl)c(Cl)cc1Cl)c1ccc(O)cc1,1
3788,CC(=O)Nc1ccc(O)cc1[N+](=O)[O-].ClCC1CO1,CC(=O)Nc1ccc(O)cc1[N+](=O)[O-].ClCC1CO1,BrCC1CO1.CC(=O)Nc1ccc(O)cc1[N+](=O)[O-],CC(=O)Nc1ccc(O)cc1[N+](=O)[O-].ClCC1CO1,CC(=O)Nc1ccc(F)cc1[N+](=O)[O-].OCC1CO1,CC(=O)Nc1ccc(O)cc1[N+](=O)[O-].OCC1CO1,1
3789,CC(C)N(C(=O)c1ccc2c(c1)N(CCNC(=O)OCc1ccccc1)C(=O)C2(C)C)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,CCOC(=O)NCCNc1cc2ccc1C(C)(C[C@@H]1CCCN(C(=O)OC(C)(C)C)C1)C(=O)CCN(C(C)C)C2=O,CC[C@@H]1CN(C(=O)OC(C)(C)C)CN(C(C)C)C(=O)c2ccc3c(c2)N(CCNC(=O)OC(C)(C)C)C(=O)C3(C)C1,CC(C)OC(=O)NCCNc1cc2ccc1C(C)(C[C@@H]1CCCN(C(=O)OC(C)(C)C)C1)C(=O)CN(C(C)C)C2=O,CC(C)N1CCN(C(=O)OC(C)(C)C)C[C@@H](C)CC2(C)C(=O)N(CCNC(=O)OC(C)(C)C)c3cc(ccc32)C1=O,CCC[C@@H]1CN(C(=O)OC(C)(C)C)N(C(C)C)C(=O)c2ccc3c(c2)N(CCNC(=O)OC(C)(C)C)C(=O)C3(C)C1,0
3790,N#Cc1cccc(S(=O)(=O)N[C@H]2CC[C@@H](c3ccc(O)cc3O)CC2)c1.[N-]=[N+]=[N-],N[C@H]1CC[C@@H](c2ccc(O)cc2O)CC1.O=S(=O)(Cl)c1cccc(-c2nnn[nH]2)c1,O=S(=O)(Cl)c1cccc(-c2nnn[nH]2)c1.Oc1ccc2c(c1)OCC1CCNCCC[C@H]21,N[C@H]1CC[C@@H](c2ccc(O)cc2O)CC1.O=S(=O)(O)c1cccc(-c2nnn[nH]2)c1,Oc1ccc2c(c1)OCC1CCNCCC[C@H]21.[N-]=[N+]=NO,Oc1ccc2c(c1)OCC1CCNCCC[C@H]21.[N-]=[N+]=N/N=N\O,0
3791,CC(=O)SC1CC(C)OC(C)C1,C[C@H]1CC(=O)C[C@@H](C)O1,C[C@H]1CC(=O)C[C@@H](C)O1.[O-],C[C@H]1CC(=O)C[C@@H](C)O1.OO,C[C@H]1CC(=O)C[C@@H](C)O1.[S-],C[C@H]1CC(=O)C[C@@H](C)O1.[OH-],0
3792,COC(=O)c1nc(-c2ccc(OCc3ccccc3)cn2)n(-c2ccc(OC)nc2)n1,COC(=O)C(=O)C(Cl)C(=O)c1ccc(OC)nc1.COc1ccc(NN)nc1,COC(=O)C(=O)C(Cl)C(=O)c1ccc(OC)nc1.Nc1ccc(O)nc1,COC(=O)c1nc(-c2ccc(OC)cn2)n(-c2ccc(OC)nc2)n1,COC(=O)C(=O)CN=C(c1ccc(O)cn1)N(N)c1ccc(OC)nc1,COC(=O)c1nc(-c2ccc(OC(C)=O)cn2)n(-c2ccc(OC)nc2)n1,0
3793,O=C1CCC(Oc2ccc(Br)cc2)CC1,Fc1ccc(Br)cc1.O[C@H]1CC[C@H](O)CC1,O=C1CCC(Oc2ccc(Br)cc2)CC1,Brc1ccc(OC2CCC(OCc3ccccc3)CC2)cc1,CC(C)(C)[Si](C)(C)OC1CCC(Oc2ccc(Br)cc2)CC1,COC1CCC(Oc2ccc(Br)cc2)CC1,2
3794,Nc1ccn(-c2cccc(F)c2F)n1.O=C(Cl)c1ccccc1Br,Nc1ccn(-c2cccc(F)c2F)n1.O=C(Cl)c1ccccc1Br,Nc1ccn(-c2cccc(F)c2F)n1.O=C(O)c1ccccc1Br,N=C(N)C=CNc1cccc(F)c1F.O=C(Cl)c1ccccc1Br,N=C(N)C=CNc1cccc(F)c1F.O=C(O)c1ccccc1Br,COC(=O)c1ccccc1Br.Nc1ccn(-c2cccc(F)c2F)n1,1
3795,OCCc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,Clc1cccc(-c2nc(Cl)c3c(n2)CCC3)c1.Nc1ccc(CCO)cc1,Clc1cccc(-c2nc(Cl)c3c(n2)CCC3)c1.Nc1ccc(CC(=O)O)cc1,COCCCc1ccc(N)cc1.Clc1cccc(-c2nc(Cl)c3c(n2)CCC3)c1,Clc1cccc(-c2nc(Cl)c3c(n2)CCC3)c1.Nc1ccc(CCCO)cc1,Clc1cccc(-c2nc(Cl)c3c(n2)CCC3)c1.Nc1ccc2c(c1)CCC2,0
3796,Cc1ccc(Br)c(C(=O)Nc2ccn(C)n2)n1.Cn1ccc(N)n1,Cc1ccc(Cl)c(C(=O)Nc2ccn(C)n2)n1.Cn1ccc(N)n1,Cc1ccc(Br)c(C(=O)Nc2ccn(C)n2)n1.Cn1ccc(N)n1,Cc1ccc(F)c(C(=O)Nc2ccn(C)n2)n1.Cn1ccc(N)n1,Cc1ccc(N)c(C(=O)Nc2ccn(C)n2)n1.Cn1ccc(Br)n1,CCOC(=O)c1nc(C)ccc1Nc1ccn(C)n1.Cn1ccc(N)n1,2
3797,C1CNC1.O=[N+]([O-])c1ccc(Cl)nc1,C1CNC1.O=[N+]([O-])c1ccc(Cl)nc1,C1CNC1.O=[N+]([O-])c1ccc(Br)nc1,BrC1CCN1.O=[N+]([O-])c1ccc(Cl)nc1,C1CNC1.O=[N+]([O-])c1ccc(F)nc1,BrCC1CNC1.O=[N+]([O-])c1ccc(Cl)nc1,1
3798,COc1cc(Br)c(F)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21.OB(O)c1cccc(F)c1,COc1cc(Br)c(F)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21.OB(O)c1cccc(F)c1,COc1cc(I)c(F)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21.OB(O)c1cccc(F)c1,CI.O=c1ccc2cc(SCc3ccccc3)ccc2n1-c1cc(F)c(-c2cccc(F)c2)cc1O,CCOC(O)C=Cc1cccc(SCc2ccccc2)c1.COc1cc(Br)c(F)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21,CCOc1cc(Br)c(F)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21.OB(O)c1cccc(F)c1,1
3799,Cc1cc(C)c(-c2nc3c4c(nn3c(N)c2C#N)CSC4)c(C)c1,CC=C1C=C(C)C(c2nc3cc(CC(=O)OC(C)(C)CCSC)nn3c(N)c2CN)=C1C,C=CCC(=C(C)C=CC)c1nc2cc(CC(=O)OC(C)(C)CCSCC)nn2c(N)c1CN,C=C(C)C1SCc2ccccc2Cc2nn3c(N)c(CN)c(C4=C(C)C=CC4)nc3c21,CCC1SCc2ccccc2Cc2nn3c(N)c(CN)c(C4=C(C)C=C(C)C4)nc3c21,C=CCC(=C(C)C=CC)c1nc2cc3nn2c(N)c1CNC(C)SCCC(C)(C)OC(=O)C3,0
3800,NC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1CCc1ccc(N)cc1-2.O=C(O)c1cc(Cl)ncc1Cl,NC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1CCc1ccc(N)cc1-2.O=C(O)c1cc(Cl)ncc1Cl,NC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1CCc1ccc(N)cc1-2.O=C(Cl)c1cc(Cl)ncc1Cl,NC(=O)c1nn(-c2ccc3c(c2)OCO3)cc1CCc1ccc(N)cc1.O=C(O)c1cc(Cl)ncc1Cl,COC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1CCc1ccc(N)cc1-2.O=C(O)c1cc(Cl)ncc1Cl,NC(=O)c1nn(-c2ccc3c(c2)OCO3)cc1CCc1ccc(N)cc1.O=C(O)c1cc(Cl)ncc1Cl,1
3801,CC(C)(C)OC(=O)N1CCN(Cc2ccc(C(=O)O)cc2C(F)(F)F)CC1.Cc1ccc(N)cc1Nc1nccc(-c2cncc(Br)c2)n1,Brc1cncc(Br)c1.Cc1ccc(NC(=O)c2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(Br)n1,Brc1cncc(Br)n1.Cc1ccc(NC(=O)c2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(Br)n1,CC(C)(C)OC(=O)N1CCN(Cc2ccc(C(=O)O)cc2C(F)(F)F)CC1.Cc1ccc(N)cc1Nc1nccc(-c2cncc(Br)c2)n1,Brc1cncc(-c2cncc(Br)n2)c1.Cc1ccc(NC(=O)c2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(Br)n1,Brc1cncc(Br)c1.Cc1ccc(NC(=O)c2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)c(C(F)(F)F)c2)cc1Nc1cc(Br)ccn1,3
3802,CCOC(=O)C(C(=O)N(C)C)=C(O)c1ccc(Cl)cc1Cl.ICc1ccccc1,C=CN(C)C(=O)C(O)(C(=O)OCC)c1ccc(Cl)cc1Cl.Clc1ccccc1CBr,CCOC(=O)C(C(=O)Cl)=C(OCc1ccccc1)c1ccc(Cl)cc1Cl.CNC,CCOC(=O)C(C(=O)N(C)C)=C(O)c1ccc(Cl)cc1Cl.Clc1ccccc1CBr,C=CN(C)C(=O)C(Cl)(C(=O)OCC)c1ccc(Cl)cc1Cl.OCc1ccccc1,C=CN(C)C(=O)C(O)(C(=O)OCC)c1ccc(Cl)cc1Cl.Clc1ccccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,0
